P ID,Product ID,Product Type,Quantity,Finished Size,Printed Pages,Stock,Cover,Lamination,1 Working Days,2 Working Days,3-4 Working Days,7-10 Working Days,VAT
49,F25000A7SS250sGL,Flyers,25000,A7,Single Sided,250gsm Silk,NULL,Gloss Lamination,218,218,190,181,20
49,F100A7DS250sGL,Flyers,100,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,25,25,21,20,20
49,F250A7DS250sGL,Flyers,250,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,28,28,23,22,20
49,F500A7DS250sGL,Flyers,500,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,30,30,26,25,20
49,F1000A7DS250sGL,Flyers,1000,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,33,33,29,27,20
49,F2000A7DS250sGL,Flyers,2000,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,39,39,34,32,20
49,F5000A7DS250sGL,Flyers,5000,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,58,58,50,47,20
49,F10000A7DS250sGL,Flyers,10000,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,97,97,84,80,20
49,F15000A7DS250sGL,Flyers,15000,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,139,139,121,115,20
49,F20000A7DS250sGL,Flyers,20000,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,175,175,152,145,20
49,F25000A7DS250sGL,Flyers,25000,A7,Double Sided,250gsm Silk,NULL,Gloss Lamination,222,222,193,184,20
49,F100A7SS250sSL,Flyers,100,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,25,25,20,19,20
49,F250A7SS250sSL,Flyers,250,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,28,28,24,23,20
49,F500A7SS250sSL,Flyers,500,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,33,33,29,27,20
49,F1000A7SS250sSL,Flyers,1000,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,43,43,38,36,20
49,F2000A7SS250sSL,Flyers,2000,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,61,61,53,50,20
49,F5000A7SS250sSL,Flyers,5000,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,117,117,101,94,20
49,F10000A7SS250sSL,Flyers,10000,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,215,215,187,178,20
49,F15000A7SS250sSL,Flyers,15000,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,316,316,275,262,20
49,F20000A7SS250sSL,Flyers,20000,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,412,412,358,341,20
49,F25000A7SS250sSL,Flyers,25000,A7,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,519,519,451,429,20
49,F100A7DS250sSL,Flyers,100,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,26,26,22,21,20
49,F250A7DS250sSL,Flyers,250,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,30,30,25,24,20
49,F500A7DS250sSL,Flyers,500,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,33,33,29,27,20
49,F1000A7DS250sSL,Flyers,1000,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,45,45,39,37,20
49,F2000A7DS250sSL,Flyers,2000,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,63,63,55,51,20
49,F5000A7DS250sSL,Flyers,5000,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,118,118,103,96,20
49,F10000A7DS250sSL,Flyers,10000,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,217,217,188,179,20
49,F15000A7DS250sSL,Flyers,15000,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,319,319,278,265,20
49,F20000A7DS250sSL,Flyers,20000,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,415,415,361,343,20
49,F25000A7DS250sSL,Flyers,25000,A7,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,522,522,454,432,20
49,F100A7SS350sNL,Flyers,100,A7,Single Sided,350gsm Silk,NULL,No lamination,17,17,14,13,0
49,F250A7SS350sNL,Flyers,250,A7,Single Sided,350gsm Silk,NULL,No lamination,18,18,15,14,0
49,F500A7SS350sNL,Flyers,500,A7,Single Sided,350gsm Silk,NULL,No lamination,20,20,17,16,0
49,F1000A7SS350sNL,Flyers,1000,A7,Single Sided,350gsm Silk,NULL,No lamination,23,23,20,19,0
49,F2000A7SS350sNL,Flyers,2000,A7,Single Sided,350gsm Silk,NULL,No lamination,28,28,24,23,0
49,F5000A7SS350sNL,Flyers,5000,A7,Single Sided,350gsm Silk,NULL,No lamination,43,43,37,35,0
49,F10000A7SS350sNL,Flyers,10000,A7,Single Sided,350gsm Silk,NULL,No lamination,81,81,70,67,0
49,F15000A7SS350sNL,Flyers,15000,A7,Single Sided,350gsm Silk,NULL,No lamination,103,103,90,86,0
49,F20000A7SS350sNL,Flyers,20000,A7,Single Sided,350gsm Silk,NULL,No lamination,140,140,122,116,0
49,F25000A7SS350sNL,Flyers,25000,A7,Single Sided,350gsm Silk,NULL,No lamination,177,177,153,146,0
49,F100A7DS350sNL,Flyers,100,A7,Double Sided,350gsm Silk,NULL,No lamination,18,18,15,14,0
49,F250A7DS350sNL,Flyers,250,A7,Double Sided,350gsm Silk,NULL,No lamination,19,19,16,15,0
49,F500A7DS350sNL,Flyers,500,A7,Double Sided,350gsm Silk,NULL,No lamination,20,20,17,16,0
49,F1000A7DS350sNL,Flyers,1000,A7,Double Sided,350gsm Silk,NULL,No lamination,23,23,20,19,0
49,F2000A7DS350sNL,Flyers,2000,A7,Double Sided,350gsm Silk,NULL,No lamination,30,30,26,25,0
49,F5000A7DS350sNL,Flyers,5000,A7,Double Sided,350gsm Silk,NULL,No lamination,46,46,40,37,0
49,F10000A7DS350sNL,Flyers,10000,A7,Double Sided,350gsm Silk,NULL,No lamination,84,84,73,70,0
49,F15000A7DS350sNL,Flyers,15000,A7,Double Sided,350gsm Silk,NULL,No lamination,106,106,92,88,0
49,F20000A7DS350sNL,Flyers,20000,A7,Double Sided,350gsm Silk,NULL,No lamination,143,143,124,118,0
49,F25000A7DS350sNL,Flyers,25000,A7,Double Sided,350gsm Silk,NULL,No lamination,180,180,156,149,0
49,F100A7SS350sML,Flyers,100,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,25,25,21,20,20
49,F250A7SS350sML,Flyers,250,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,28,28,23,22,20
49,F500A7SS350sML,Flyers,500,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,32,32,28,26,20
49,F1000A7SS350sML,Flyers,1000,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,35,35,31,29,20
49,F2000A7SS350sML,Flyers,2000,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,45,45,39,37,20
49,F5000A7SS350sML,Flyers,5000,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,74,74,64,60,20
49,F10000A7SS350sML,Flyers,10000,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,138,138,120,114,20
49,F15000A7SS350sML,Flyers,15000,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,184,184,160,152,20
49,F20000A7SS350sML,Flyers,20000,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,246,246,214,204,20
49,F25000A7SS350sML,Flyers,25000,A7,Single Sided,350gsm Silk,NULL,Matt Lamination,309,309,269,256,20
49,F100A7DS350sML,Flyers,100,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,27,27,22,21,20
49,F250A7DS350sML,Flyers,250,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,30,30,25,24,20
49,F500A7DS350sML,Flyers,500,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,32,32,28,26,20
49,F1000A7DS350sML,Flyers,1000,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,35,35,31,29,20
49,F2000A7DS350sML,Flyers,2000,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,47,47,41,38,20
49,F5000A7DS350sML,Flyers,5000,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,78,78,68,63,20
49,F10000A7DS350sML,Flyers,10000,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,142,142,124,118,20
49,F15000A7DS350sML,Flyers,15000,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,187,187,162,154,20
49,F20000A7DS350sML,Flyers,20000,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,250,250,217,207,20
49,F25000A7DS350sML,Flyers,25000,A7,Double Sided,350gsm Silk,NULL,Matt Lamination,313,313,272,259,20
49,F100A7SS350sGL,Flyers,100,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,25,25,21,20,20
49,F250A7SS350sGL,Flyers,250,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,28,28,23,22,20
49,F500A7SS350sGL,Flyers,500,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,31,31,27,25,20
49,F1000A7SS350sGL,Flyers,1000,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,34,34,30,28,20
49,F2000A7SS350sGL,Flyers,2000,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,42,42,37,35,20
49,F5000A7SS350sGL,Flyers,5000,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,68,68,59,55,20
49,F10000A7SS350sGL,Flyers,10000,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,126,126,109,104,20
49,F15000A7SS350sGL,Flyers,15000,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,165,165,144,137,20
49,F20000A7SS350sGL,Flyers,20000,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,222,222,193,184,20
49,F25000A7SS350sGL,Flyers,25000,A7,Single Sided,350gsm Silk,NULL,Gloss Lamination,278,278,242,230,20
49,F100A7DS350sGL,Flyers,100,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,27,27,22,21,20
49,F250A7DS350sGL,Flyers,250,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,29,29,24,23,20
49,F500A7DS350sGL,Flyers,500,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,31,31,27,25,20
49,F1000A7DS350sGL,Flyers,1000,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,34,34,30,28,20
49,F2000A7DS350sGL,Flyers,2000,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,45,45,39,37,20
49,F5000A7DS350sGL,Flyers,5000,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,72,72,62,58,20
49,F10000A7DS350sGL,Flyers,10000,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,130,130,113,108,20
49,F15000A7DS350sGL,Flyers,15000,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,168,168,146,139,20
49,F20000A7DS350sGL,Flyers,20000,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,225,225,196,187,20
49,F25000A7DS350sGL,Flyers,25000,A7,Double Sided,350gsm Silk,NULL,Gloss Lamination,282,282,245,233,20
49,F100A7SS350sSL,Flyers,100,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,26,26,22,21,20
49,F250A7SS350sSL,Flyers,250,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,30,30,25,24,20
49,F500A7SS350sSL,Flyers,500,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,35,35,30,28,20
49,F1000A7SS350sSL,Flyers,1000,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,46,46,40,37,20
49,F2000A7SS350sSL,Flyers,2000,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,66,66,58,54,20
49,F5000A7SS350sSL,Flyers,5000,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,128,128,111,103,20
49,F10000A7SS350sSL,Flyers,10000,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,246,246,214,204,20
49,F15000A7SS350sSL,Flyers,15000,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,345,345,300,285,20
49,F20000A7SS350sSL,Flyers,20000,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,462,462,402,382,20
49,F25000A7SS350sSL,Flyers,25000,A7,Single Sided,350gsm Silk,NULL,Soft-Touch Lamination,578,578,503,478,20
49,F100A7DS350sSL,Flyers,100,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,27,27,23,22,20
49,F250A7DS350sSL,Flyers,250,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,31,31,26,25,20
49,F500A7DS350sSL,Flyers,500,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,35,35,30,28,20
49,F1000A7DS350sSL,Flyers,1000,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,46,46,40,37,20
49,F2000A7DS350sSL,Flyers,2000,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,69,69,60,56,20
49,F5000A7DS350sSL,Flyers,5000,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,132,132,115,107,20
49,F10000A7DS350sSL,Flyers,10000,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,250,250,217,207,20
49,F15000A7DS350sSL,Flyers,15000,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,348,348,303,288,20
49,F20000A7DS350sSL,Flyers,20000,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,465,465,404,384,20
49,F25000A7DS350sSL,Flyers,25000,A7,Double Sided,350gsm Silk,NULL,Soft-Touch Lamination,582,582,506,481,20
49,F100DLSS150sNL,Flyers,100,DL,Single Sided,150gsm Silk,NULL,No lamination,20,20,17,16,0
49,F250DLSS150sNL,Flyers,250,DL,Single Sided,150gsm Silk,NULL,No lamination,23,23,19,18,0
49,F500DLSS150sNL,Flyers,500,DL,Single Sided,150gsm Silk,NULL,No lamination,25,25,22,21,0
49,F1000DLSS150sNL,Flyers,1000,DL,Single Sided,150gsm Silk,NULL,No lamination,28,28,24,23,0
49,F2000DLSS150sNL,Flyers,2000,DL,Single Sided,150gsm Silk,NULL,No lamination,31,31,27,25,0
49,F5000DLSS150sNL,Flyers,5000,DL,Single Sided,150gsm Silk,NULL,No lamination,54,54,47,44,0
49,F10000DLSS150sNL,Flyers,10000,DL,Single Sided,150gsm Silk,NULL,No lamination,89,89,77,74,0
49,F15000DLSS150sNL,Flyers,15000,DL,Single Sided,150gsm Silk,NULL,No lamination,114,114,99,95,0
49,F20000DLSS150sNL,Flyers,20000,DL,Single Sided,150gsm Silk,NULL,No lamination,141,141,123,117,0
49,F25000DLSS150sNL,Flyers,25000,DL,Single Sided,150gsm Silk,NULL,No lamination,178,178,155,148,0
49,F100DLDS150sNL,Flyers,100,DL,Double Sided,150gsm Silk,NULL,No lamination,22,22,18,17,0
49,F250DLDS150sNL,Flyers,250,DL,Double Sided,150gsm Silk,NULL,No lamination,25,25,21,20,0
49,F500DLDS150sNL,Flyers,500,DL,Double Sided,150gsm Silk,NULL,No lamination,26,26,23,22,0
49,F1000DLDS150sNL,Flyers,1000,DL,Double Sided,150gsm Silk,NULL,No lamination,31,31,27,25,0
49,F2000DLDS150sNL,Flyers,2000,DL,Double Sided,150gsm Silk,NULL,No lamination,43,43,37,35,0
49,F5000DLDS150sNL,Flyers,5000,DL,Double Sided,150gsm Silk,NULL,No lamination,67,67,58,54,0
49,F10000DLDS150sNL,Flyers,10000,DL,Double Sided,150gsm Silk,NULL,No lamination,114,114,99,95,0
49,F15000DLDS150sNL,Flyers,15000,DL,Double Sided,150gsm Silk,NULL,No lamination,130,130,113,108,0
49,F20000DLDS150sNL,Flyers,20000,DL,Double Sided,150gsm Silk,NULL,No lamination,160,160,139,133,0
49,F25000DLDS150sNL,Flyers,25000,DL,Double Sided,150gsm Silk,NULL,No lamination,201,201,174,166,0
49,F100DLSS250sNL,Flyers,100,DL,Single Sided,250gsm Silk,NULL,No lamination,22,22,18,17,0
49,F250DLSS250sNL,Flyers,250,DL,Single Sided,250gsm Silk,NULL,No lamination,24,24,20,19,0
49,F500DLSS250sNL,Flyers,500,DL,Single Sided,250gsm Silk,NULL,No lamination,26,26,23,22,0
49,F1000DLSS250sNL,Flyers,1000,DL,Single Sided,250gsm Silk,NULL,No lamination,30,30,26,25,0
49,F2000DLSS250sNL,Flyers,2000,DL,Single Sided,250gsm Silk,NULL,No lamination,40,40,35,33,0
49,F5000DLSS250sNL,Flyers,5000,DL,Single Sided,250gsm Silk,NULL,No lamination,81,81,70,65,0
49,F10000DLSS250sNL,Flyers,10000,DL,Single Sided,250gsm Silk,NULL,No lamination,131,131,114,109,0
49,F15000DLSS250sNL,Flyers,15000,DL,Single Sided,250gsm Silk,NULL,No lamination,182,182,158,151,0
49,F20000DLSS250sNL,Flyers,20000,DL,Single Sided,250gsm Silk,NULL,No lamination,237,237,206,196,0
49,F25000DLSS250sNL,Flyers,25000,DL,Single Sided,250gsm Silk,NULL,No lamination,293,293,255,243,0
49,F100DLDS250sNL,Flyers,100,DL,Double Sided,250gsm Silk,NULL,No lamination,23,23,19,18,0
49,F250DLDS250sNL,Flyers,250,DL,Double Sided,250gsm Silk,NULL,No lamination,26,26,22,21,0
49,F500DLDS250sNL,Flyers,500,DL,Double Sided,250gsm Silk,NULL,No lamination,33,33,29,27,0
49,F1000DLDS250sNL,Flyers,1000,DL,Double Sided,250gsm Silk,NULL,No lamination,40,40,35,33,0
49,F2000DLDS250sNL,Flyers,2000,DL,Double Sided,250gsm Silk,NULL,No lamination,51,51,44,41,0
49,F5000DLDS250sNL,Flyers,5000,DL,Double Sided,250gsm Silk,NULL,No lamination,92,92,80,74,0
49,F10000DLDS250sNL,Flyers,10000,DL,Double Sided,250gsm Silk,NULL,No lamination,147,147,128,122,0
49,F15000DLDS250sNL,Flyers,15000,DL,Double Sided,250gsm Silk,NULL,No lamination,203,203,176,168,0
49,F20000DLDS250sNL,Flyers,20000,DL,Double Sided,250gsm Silk,NULL,No lamination,264,264,230,219,0
49,F25000DLDS250sNL,Flyers,25000,DL,Double Sided,250gsm Silk,NULL,No lamination,325,325,283,269,0
49,F100DLSS250sML,Flyers,100,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,33,33,27,25,20
49,F250DLSS250sML,Flyers,250,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,39,39,32,30,20
49,F500DLSS250sML,Flyers,500,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,47,47,41,38,20
49,F1000DLSS250sML,Flyers,1000,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,50,50,43,40,20
49,F2000DLSS250sML,Flyers,2000,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,72,72,63,59,20
49,F5000DLSS250sML,Flyers,5000,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,150,150,131,122,20
49,F10000DLSS250sML,Flyers,10000,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,261,261,227,216,20
49,F15000DLSS250sML,Flyers,15000,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,371,371,323,307,20
49,F20000DLSS250sML,Flyers,20000,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,488,488,424,403,20
49,F25000DLSS250sML,Flyers,25000,DL,Single Sided,250gsm Silk,NULL,Matt Lamination,604,604,525,499,20
49,F100DLDS250sML,Flyers,100,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,34,34,28,26,20
49,F250DLDS250sML,Flyers,250,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,42,42,35,33,20
49,F500DLDS250sML,Flyers,500,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,55,55,48,45,20
49,F1000DLDS250sML,Flyers,1000,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,62,62,54,50,20
49,F2000DLDS250sML,Flyers,2000,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,85,85,74,69,20
49,F5000DLDS250sML,Flyers,5000,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,164,164,143,133,20
49,F10000DLDS250sML,Flyers,10000,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,280,280,244,232,20
49,F15000DLDS250sML,Flyers,15000,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,397,397,345,328,20
49,F20000DLDS250sML,Flyers,20000,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,520,520,452,430,20
49,F25000DLDS250sML,Flyers,25000,DL,Double Sided,250gsm Silk,NULL,Matt Lamination,643,643,559,532,20
49,F100DLSS250sGL,Flyers,100,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,32,32,27,25,20
49,F250DLSS250sGL,Flyers,250,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,38,38,32,30,20
49,F500DLSS250sGL,Flyers,500,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,46,46,40,37,20
49,F1000DLSS250sGL,Flyers,1000,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,47,47,41,38,20
49,F2000DLSS250sGL,Flyers,2000,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,66,66,57,53,20
49,F5000DLSS250sGL,Flyers,5000,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,134,134,116,108,20
49,F10000DLSS250sGL,Flyers,10000,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,228,228,198,189,20
49,F15000DLSS250sGL,Flyers,15000,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,321,321,279,266,20
49,F20000DLSS250sGL,Flyers,20000,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,421,421,366,348,20
49,F25000DLSS250sGL,Flyers,25000,DL,Single Sided,250gsm Silk,NULL,Gloss Lamination,521,521,453,431,20
49,F100DLDS250sGL,Flyers,100,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,34,34,28,26,20
49,F250DLDS250sGL,Flyers,250,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,41,41,34,32,20
49,F500DLDS250sGL,Flyers,500,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,54,54,47,44,20
49,F1000DLDS250sGL,Flyers,1000,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,59,59,51,48,20
49,F2000DLDS250sGL,Flyers,2000,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,78,78,68,63,20
49,F5000DLDS250sGL,Flyers,5000,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,148,148,128,119,20
49,F10000DLDS250sGL,Flyers,10000,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,247,247,215,205,20
49,F15000DLDS250sGL,Flyers,15000,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,347,347,302,287,20
49,F20000DLDS250sGL,Flyers,20000,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,453,453,394,375,20
49,F25000DLDS250sGL,Flyers,25000,DL,Double Sided,250gsm Silk,NULL,Gloss Lamination,560,560,487,463,20
49,F100DLSS250sSL,Flyers,100,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,34,34,29,27,20
49,F250DLSS250sSL,Flyers,250,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,43,43,36,34,20
49,F500DLSS250sSL,Flyers,500,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,55,55,48,45,20
49,F1000DLSS250sSL,Flyers,1000,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,79,79,68,63,20
49,F2000DLSS250sSL,Flyers,2000,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,130,130,113,105,20
49,F5000DLSS250sSL,Flyers,5000,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,294,294,256,237,20
49,F10000DLSS250sSL,Flyers,10000,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,548,548,476,453,20
49,F15000DLSS250sSL,Flyers,15000,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,802,802,697,663,20
49,F20000DLSS250sSL,Flyers,20000,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,1062,1062,923,877,20
49,F25000DLSS250sSL,Flyers,25000,DL,Single Sided,250gsm Silk,NULL,Soft-Touch Lamination,1322,1322,1149,1092,20
49,F100DLDS250sSL,Flyers,100,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,36,36,30,28,20
49,F250DLDS250sSL,Flyers,250,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,46,46,38,36,20
49,F500DLDS250sSL,Flyers,500,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,63,63,55,51,20
49,F1000DLDS250sSL,Flyers,1000,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,91,91,79,74,20
49,F2000DLDS250sSL,Flyers,2000,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,142,142,124,115,20
49,F5000DLDS250sSL,Flyers,5000,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,308,308,268,248,20
49,F10000DLDS250sSL,Flyers,10000,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,567,567,493,469,20
49,F15000DLDS250sSL,Flyers,15000,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,827,827,719,684,20
49,F20000DLDS250sSL,Flyers,20000,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,1094,1094,951,904,20
49,F25000DLDS250sSL,Flyers,25000,DL,Double Sided,250gsm Silk,NULL,Soft-Touch Lamination,1360,1360,1183,1124,20
49,F100DLSS350sNL,Flyers,100,DL,Single Sided,350gsm Silk,NULL,No lamination,23,23,19,18,0
49,F250DLSS350sNL,Flyers,250,DL,Single Sided,350gsm Silk,NULL,No lamination,25,25,21,20,0
49,F500DLSS350sNL,Flyers,500,DL,Single Sided,350gsm Silk,NULL,No lamination,30,30,26,25,0
49,F1000DLSS350sNL,Flyers,1000,DL,Single Sided,350gsm Silk,NULL,No lamination,35,35,30,28,0
49,F2000DLSS350sNL,Flyers,2000,DL,Single Sided,350gsm Silk,NULL,No lamination,45,45,39,37,0
49,F5000DLSS350sNL,Flyers,5000,DL,Single Sided,350gsm Silk,NULL,No lamination,91,91,79,74,0
49,F10000DLSS350sNL,Flyers,10000,DL,Single Sided,350gsm Silk,NULL,No lamination,179,179,156,149,0
49,F15000DLSS350sNL,Flyers,15000,DL,Single Sided,350gsm Silk,NULL,No lamination,259,259,225,214,0
49,F20000DLSS350sNL,Flyers,20000,DL,Single Sided,350gsm Silk,NULL,No lamination,334,334,290,276,0
49,F25000DLSS350sNL,Flyers,25000,DL,Single Sided,350gsm Silk,NULL,No lamination,418,418,364,346,0
49,F100DLDS350sNL,Flyers,100,DL,Double Sided,350gsm Silk,NULL,No lamination,24,24,20,19,0
49,F250DLDS350sNL,Flyers,250,DL,Double Sided,350gsm Silk,NULL,No lamination,29,29,24,23,0
49,F500DLDS350sNL,Flyers,500,DL,Double Sided,350gsm Silk,NULL,No lamination,37,37,32,30,0
49,F1000DLDS350sNL,Flyers,1000,DL,Double Sided,350gsm Silk,NULL,No lamination,45,45,39,37,0
49,F2000DLDS350sNL,Flyers,2000,DL,Double Sided,350gsm Silk,NULL,No lamination,60,60,52,49,0
49,F5000DLDS350sNL,Flyers,5000,DL,Double Sided,350gsm Silk,NULL,No lamination,104,104,90,84,0
49,F10000DLDS350sNL,Flyers,10000,DL,Double Sided,350gsm Silk,NULL,No lamination,186,186,162,154,0
49,F15000DLDS350sNL,Flyers,15000,DL,Double Sided,350gsm Silk,NULL,No lamination,287,287,249,237,0
49,F20000DLDS350sNL,Flyers,20000,DL,Double Sided,350gsm Silk,NULL,No lamination,369,369,321,305,0
